3 0.0001
-4.06344393  3.76656635  6.30817717
-1.7818235404021667 -0.9326065797940318 -0.3896522273847747
-0.34725662272287516 -0.4160083081585482 0.9603961673331646
-3.35774972007942 2.528407292331151 -1.7952944453078006
-0.3641358304037584 -0.047541949683366 1.088862306315322
-2.2575849565036523 0.004911121932717844 -1.0743770437017008
1.5878751096244357 3.2216907036654123 2.0608522156575857
-0.7365757431206443 0.1484897062515452 4.185562332851755
-2.2930225138558495 0.43901676564764885 0.04727735596578969
1.9205423496279117 -0.23285647044648367 -0.18745843206908128
0.3152263432027327 1.4459434586032613 -0.36636658304870384
