3 0.01
6.66349091  4.02897897 -6.15720111
1.366430603678456 -0.3720002844729383 0.12257966644192549
0.8906802645701173 0.11394746320849697 1.0723400844306132
1.318317099911806 0.0947996483296834 -0.2787335947058943
-1.2113704292817924 -0.7162109493224286 1.0928952574671704
-0.2828110150764537 1.0677049872242934 1.437279317030933
-0.3345696098181217 -3.0082462691984024 -0.6088714995059831
0.2458387334939785 0.3521528678018193 1.3050109838588801
-0.24504641833097787 -0.7318574101570182 -0.43066005931957274
-1.8073969657503923 0.38482097486934635 -0.27273120175951704
-0.06411018539461474 0.2418594917961269 0.7308403957015164
-2.1472186350165336 1.9261553547079544 0.305575493846207
0.6004022333138386 0.4416253874775068 -0.05392286772375472
0.17532537851070895 0.02052727174174962 1.074037706959511
-1.189210481067303 1.8519456547810935 -0.1486439340524797
-0.8543058089251565 1.0619611567537859 -0.18072196891294667
0.21219619100739381 1.0262916470553132 0.27770315360302283
-0.15150709470602272 0.32981943208395387 -0.6497300529657485
-0.15906230583525527 -1.0039923463881253 -1.5476032106601405
0.27107851486981566 -0.8419506685209293 -1.806034132380582
-1.9513233304862432 0.9669368028158711 -1.1196526953380685
0.7794044661329561 0.5008286872132452 -0.47327191161317034
0.09564985028913152 -0.2612306340501076 0.32536847697672916
1.094012328496817 1.018743580563688 -0.32045075519096294
-0.051435642131978924 0.5038072732223264 -0.1608677850152727
-0.4822948222940693 -0.3868599438905713 -1.8556991960350082
2.337538580921265 -0.057397355938469084 -0.24321340125656055
-0.7022199595196585 -0.9279882829913161 -2.9237066467160577
-0.8767250682345435 -0.3177815063166835 -0.42094414160680527
-1.0305191950790553 0.8114622390188982 0.8498049213974234
0.44699914195934 1.8811206618468332 -0.256952582567192
1.311840767250568 0.7199799512426229 -0.8182416068008246
1.587122330034606 2.3160423268472132 -2.3258586190959125
0.18756219906415678 -0.543564731762496 1.39345898642961
-1.7315432756656188 -1.8596251070477512 0.7991369443634778
0.054478266745167495 0.7182633656774289 -0.5939180201947438
0.8324658736199524 -0.6376703166981484 0.6353201748211594
1.080770999198088 -0.11981781582154018 -1.2306219198566257
-0.23380668227285978 -3.0228270131417183 -0.10179530514661986
-0.32511697192616845 0.3733945232288406 0.376332434986396
-1.2251679427578617 0.7736402605393027 0.9617808444058423
-0.07053482020596967 0.8503322634481137 -1.618534570576433
0.5447808134021779 0.02236482130265409 2.659494378270679
-2.380916091531969 -2.1226189560014617 2.410418185630483
1.2823424388720792 1.2510857925828145 0.24459474138782072
-0.9842477115569392 1.2245889208165748 0.13775934547840327
-0.7818227874321236 0.7164811899260142 -1.7377634734333265
2.3590498056371683 -0.4175468055440356 -0.8479603125468849
0.4181936355073297 -0.33773693714078307 -0.9099461056456909
-0.1593430669293501 1.2871106910050676 -0.06186607847969577
1.3413773732740948 0.8915835360051578 0.5535112217894668
0.8233679787967413 -0.524317468962279 -0.3002387299131618
0.009758790596415299 -0.43216817089457443 -0.588899356266118
0.6143662466807627 1.8205482694818576 -0.9730006075712819
0.3745863709403211 -0.5244945934233585 0.3387291272362382
-0.16110036935930272 -1.9991599493222905 0.20958298669188627
